paper_title,paper_authors,full_name,acronym,material_class,ionic_conductivity_S_per_cm,temperature,processing_method,material_description,source_location
Garnet ceramic fabric-reinforced flexible composite solid electrolyte derived from silk template for safe and long-term stable All-Solid-State lithium metal batteries,"Peng Pan, Mengmeng Zhang, Zhongling Cheng, Liyuan Jiang, Jieting Mao, Changke Ni, Qian Chen, Ying Zeng, Yi Hu, Kun (Kelvin) Fu",Poly(ethylene oxide)-lithium bis(trifluoromethanesulfonyl)imide,PEO-LiTFSI,Polymer,3.74,30 °C,"2.45 g PEO and 0.8 g LiTFSI dissolved in 50 mL acetonitrile, stirred for 24 h, poured onto Teflon mold, dried under vacuum at 50 °C for 24 h.","Pure polymer electrolyte, PEO Mw: 600,000, dried under vacuum.","Results and discussion, paragraph 3; referencing Figure S6"
Garnet ceramic fabric-reinforced flexible composite solid electrolyte derived from silk template for safe and long-term stable All-Solid-State lithium metal batteries,"Peng Pan, Mengmeng Zhang, Zhongling Cheng, Liyuan Jiang, Jieting Mao, Changke Ni, Qian Chen, Ying Zeng, Yi Hu, Kun (Kelvin) Fu",Poly(ethylene oxide)-lithium bis(trifluoromethanesulfonyl)imide,PEO-LiTFSI,Polymer,2.4,50 °C,"2.45 g PEO and 0.8 g LiTFSI dissolved in 50 mL acetonitrile, stirred for 24 h, poured onto Teflon mold, dried under vacuum at 50 °C for 24 h.","Pure polymer electrolyte, PEO Mw: 600,000, dried under vacuum.","Results and discussion, paragraph 3"
Garnet ceramic fabric-reinforced flexible composite solid electrolyte derived from silk template for safe and long-term stable All-Solid-State lithium metal batteries,"Peng Pan, Mengmeng Zhang, Zhongling Cheng, Liyuan Jiang, Jieting Mao, Changke Ni, Qian Chen, Ying Zeng, Yi Hu, Kun (Kelvin) Fu",Garnet Li7La3Zr2O12 ceramic fabric composite solid electrolyte,LLZO CF-CSE,Other,8.89,30 °C,"Silk fabric template immersed in LiNO3, La(NO3)3•6H2O, ZrO(NO3)3•6H2O, Al(NO3)3•9H2O solution, stirred at 60 °C for 4 h, dried, calcined at 850 °C for 2 h. PEO-LiTFSI solution (2.45 g PEO, 0.8 g LiTFSI in 50 mL acetonitrile) poured on both sides of LLZO ceramic fabric to form sandwich structure. Dried under vacuum at 50 °C for 24 h.","Flexible sandwich-structured composite solid electrolyte, containing LLZO ceramic fabric (derived from silk template) and PEO-LiTFSI. Ceramic fabric content approximately 70 wt% in CSEs.","Results and discussion, paragraph 3"
Garnet ceramic fabric-reinforced flexible composite solid electrolyte derived from silk template for safe and long-term stable All-Solid-State lithium metal batteries,"Peng Pan, Mengmeng Zhang, Zhongling Cheng, Liyuan Jiang, Jieting Mao, Changke Ni, Qian Chen, Ying Zeng, Yi Hu, Kun (Kelvin) Fu",Garnet Li7La3Zr2O12 ceramic fabric composite solid electrolyte,LLZO CF-CSE,Other,5.1,50 °C,"Silk fabric template immersed in LiNO3, La(NO3)3•6H2O, ZrO(NO3)3•6H2O, Al(NO3)3•9H2O solution, stirred at 60 °C for 4 h, dried, calcined at 850 °C for 2 h. PEO-LiTFSI solution (2.45 g PEO, 0.8 g LiTFSI in 50 mL acetonitrile) poured on both sides of LLZO ceramic fabric to form sandwich structure. Dried under vacuum at 50 °C for 24 h.","Flexible sandwich-structured composite solid electrolyte, containing LLZO ceramic fabric (derived from silk template) and PEO-LiTFSI. Ceramic fabric content approximately 70 wt% in CSEs.","Results and discussion, paragraph 3"
Garnet ceramic fabric-reinforced flexible composite solid electrolyte derived from silk template for safe and long-term stable All-Solid-State lithium metal batteries,"Peng Pan, Mengmeng Zhang, Zhongling Cheng, Liyuan Jiang, Jieting Mao, Changke Ni, Qian Chen, Ying Zeng, Yi Hu, Kun (Kelvin) Fu",Garnet Li7La3Zr2O12 ceramic fabric composite solid electrolyte,LLZO CF-CSE,Other,3.95,80 °C,"Silk fabric template immersed in LiNO3, La(NO3)3•6H2O, ZrO(NO3)3•6H2O, Al(NO3)3•9H2O solution, stirred at 60 °C for 4 h, dried, calcined at 850 °C for 2 h. PEO-LiTFSI solution (2.45 g PEO, 0.8 g LiTFSI in 50 mL acetonitrile) poured on both sides of LLZO ceramic fabric to form sandwich structure. Dried under vacuum at 50 °C for 24 h.","Flexible sandwich-structured composite solid electrolyte, containing LLZO ceramic fabric (derived from silk template) and PEO-LiTFSI. Ceramic fabric content approximately 70 wt% in CSEs.","Results and discussion, paragraph 3; referencing Fig. 3c"
Enhancing interfacial stability in solid-state lithium batteries with polymer/garnet solid electrolyte and composite cathode framework,"Long Chen, Xiaoming Qiu, Zhiming Bai, Li-Zhen Fan","Poly(ethylene oxide)-lithium bis(trifluoromethanesulfonyl)imide, Lithium Lanthanum Zirconate Tantalum Oxide, poly(vinylidene fluoride), and oxalate composite",50[PEO8-LiTFSI]-40LLZTO-10PVDF + 9% OX,Other,2.0,55 °C,"fabricated by solvent-casting method. PEO (Mw: 600,000, Sigma-Aldrich), LiTFSI (Sigma-Aldrich), and PVDF (Arkema) were dried under vacuum at 50 °C for 24 h before use. Firstly, PVDF was dissolved in N, N-dimethylformamide. Then, predetermined amount of PEO, LiTFSI (EO:Li=8:1) and OX were dispersed to the above solution and stirred for 24 h. After that, the LLZTO was added to the mixture and stirred for 24 h continuously. The mass ratio of PEO8-LiTFSI, PVDF and LLZTO was 50:10:40. The weight ratio of OX was 9 wt% for the total weight of PEO8-LiTFSI, LLZTO, and PVDF. Finally, the mixed solution was poured into a PTFE mold and dried at 80 °C for 12 h to evaporate the solvent. The obtained electrolyte membrane was then peeled from the mold with a thickness of around 60 μm.","flexible polymer/garnet solid electrolyte; white self-standing and flexible electrolyte membrane; thickness of around 60 μm; highest mechanical property, which is up to 6.7 MPa for this composition.",Abstract
Enhancing interfacial stability in solid-state lithium batteries with polymer/garnet solid electrolyte and composite cathode framework,"Long Chen, Xiaoming Qiu, Zhiming Bai, Li-Zhen Fan",Lithium Lanthanum Zirconate Tantalum Oxide,LLZTO,Ceramic,3.24,RT,"synthesized by a solid-state reaction method as the previous report [39]. Stoichiometric amounts of LiOH, ZrO2, La2O3 and Ta2O5 (Aladdin) were mixed and milled in isopropanol for 8 h; an excess of 10 wt% LiOH was added to compensate for Li loss during the calcined process. The mixture were dried and calcined at 900 °C for 6 h. The white powder was pressed into a pellet with diameter of 15 mm at 300 MPa, and then sintered at 1150 °C for 4 h. The pellets were ball milled with 500 rpm for 12 h to obtain cubic LLZTO powders.",cubic LLZTO powders; homogenous with a diameter of about 5 μm; LLZTO pellets.,"Section 3. Results and discussion, first paragraph"
Enhancing interfacial stability in solid-state lithium batteries with polymer/garnet solid electrolyte and composite cathode framework,"Long Chen, Xiaoming Qiu, Zhiming Bai, Li-Zhen Fan","Poly(ethylene oxide)-lithium bis(trifluoromethanesulfonyl)imide, Lithium Lanthanum Zirconate Tantalum Oxide, poly(vinylidene fluoride), and oxalate composite",50[PEO8-LiTFSI]-40LLZTO-10PVDF + 9% OX,Other,2.0,55 °C,"fabricated by solvent-casting method. PEO (Mw: 600,000, Sigma-Aldrich), LiTFSI (Sigma-Aldrich), and PVDF (Arkema) were dried under vacuum at 50 °C for 24 h before use. Firstly, PVDF was dissolved in N, N-dimethylformamide. Then, predetermined amount of PEO, LiTFSI (EO:Li=8:1) and OX were dispersed to the above solution and stirred for 24 h. After that, the LLZTO was added to the mixture and stirred for 24 h continuously. The mass ratio of PEO8-LiTFSI, PVDF and LLZTO was 50:10:40. The weight ratio of OX was 9 wt% for the total weight of PEO8-LiTFSI, LLZTO, and PVDF. Finally, the mixed solution was poured into a PTFE mold and dried at 80 °C for 12 h to evaporate the solvent. The obtained electrolyte membrane was then peeled from the mold with a thickness of around 60 μm.","white self-standing and flexible electrolyte membrane; thickness of around 60 μm; highest mechanical property, which is up to 6.7 MPa for this composition.","Section 3. Results and discussion, paragraph 'Temperature dependent ionic conductivities...'"
Enhancing interfacial stability in solid-state lithium batteries with polymer/garnet solid electrolyte and composite cathode framework,"Long Chen, Xiaoming Qiu, Zhiming Bai, Li-Zhen Fan","Poly(ethylene oxide)-lithium bis(trifluoromethanesulfonyl)imide, Lithium Lanthanum Zirconate Tantalum Oxide, and oxalate composite",50[PEO8-LiTFSI]-40LLZTO + 9% OX,Other,1.0,25 °C,"fabricated by solvent-casting method. PEO (Mw: 600,000, Sigma-Aldrich) and LiTFSI (Sigma-Aldrich) were dried under vacuum at 50 °C for 24 h before use. Predetermined amount of PEO, LiTFSI (EO:Li=8:1) and OX were dispersed in N, N-dimethylformamide solution and stirred for 24 h. After that, the LLZTO was added to the mixture and stirred for 24 h continuously. The mass ratio of PEO8-LiTFSI and LLZTO was 50:40 (where x=0, y=40 for PEO8-LiTFSI:PVDF:LLZTO ratio of (100-x-y):x:y). The weight ratio of OX was 9 wt% for the total weight of PEO8-LiTFSI and LLZTO. Finally, the mixed solution was poured into a PTFE mold and dried at 80 °C for 12 h to evaporate the solvent. The obtained electrolyte membrane was then peeled from the mold with a thickness of around 60 μm.",white self-standing and flexible electrolyte membrane; thickness of around 60 μm.,"Figure 1(c), plot digitization (purple circles, x=0)"
Enhancing interfacial stability in solid-state lithium batteries with polymer/garnet solid electrolyte and composite cathode framework,"Long Chen, Xiaoming Qiu, Zhiming Bai, Li-Zhen Fan","Poly(ethylene oxide)-lithium bis(trifluoromethanesulfonyl)imide, Lithium Lanthanum Zirconate Tantalum Oxide, poly(vinylidene fluoride), and oxalate composite",50[PEO8-LiTFSI]-40LLZTO-5PVDF + 9% OX,Other,2.0,25 °C,"fabricated by solvent-casting method. PEO (Mw: 600,000, Sigma-Aldrich), LiTFSI (Sigma-Aldrich), and PVDF (Arkema) were dried under vacuum at 50 °C for 24 h before use. Firstly, PVDF was dissolved in N, N-dimethylformamide. Then, predetermined amount of PEO, LiTFSI (EO:Li=8:1) and OX were dispersed to the above solution and stirred for 24 h. After that, the LLZTO was added to the mixture and stirred for 24 h continuously. The mass ratio of PEO8-LiTFSI, PVDF and LLZTO was 50:5:40. The weight ratio of OX was 9 wt% for the total weight of PEO8-LiTFSI, LLZTO, and PVDF. Finally, the mixed solution was poured into a PTFE mold and dried at 80 °C for 12 h to evaporate the solvent. The obtained electrolyte membrane was then peeled from the mold with a thickness of around 60 μm.",white self-standing and flexible electrolyte membrane; thickness of around 60 μm.,"Figure 1(c), plot digitization (green triangles, x=5)"
Enhancing interfacial stability in solid-state lithium batteries with polymer/garnet solid electrolyte and composite cathode framework,"Long Chen, Xiaoming Qiu, Zhiming Bai, Li-Zhen Fan","Poly(ethylene oxide)-lithium bis(trifluoromethanesulfonyl)imide, Lithium Lanthanum Zirconate Tantalum Oxide, poly(vinylidene fluoride), and oxalate composite",50[PEO8-LiTFSI]-40LLZTO-10PVDF + 9% OX,Other,6.3,25 °C,"fabricated by solvent-casting method. PEO (Mw: 600,000, Sigma-Aldrich), LiTFSI (Sigma-Aldrich), and PVDF (Arkema) were dried under vacuum at 50 °C for 24 h before use. Firstly, PVDF was dissolved in N, N-dimethylformamide. Then, predetermined amount of PEO, LiTFSI (EO:Li=8:1) and OX were dispersed to the above solution and stirred for 24 h. After that, the LLZTO was added to the mixture and stirred for 24 h continuously. The mass ratio of PEO8-LiTFSI, PVDF and LLZTO was 50:10:40. The weight ratio of OX was 9 wt% for the total weight of PEO8-LiTFSI, LLZTO, and PVDF. Finally, the mixed solution was poured into a PTFE mold and dried at 80 °C for 12 h to evaporate the solvent. The obtained electrolyte membrane was then peeled from the mold with a thickness of around 60 μm.","white self-standing and flexible electrolyte membrane; thickness of around 60 μm; highest mechanical property, which is up to 6.7 MPa for this composition.","Figure 1(c), plot digitization (red squares, x=10)"
Enhancing interfacial stability in solid-state lithium batteries with polymer/garnet solid electrolyte and composite cathode framework,"Long Chen, Xiaoming Qiu, Zhiming Bai, Li-Zhen Fan","Poly(ethylene oxide)-lithium bis(trifluoromethanesulfonyl)imide, Lithium Lanthanum Zirconate Tantalum Oxide, poly(vinylidene fluoride), and oxalate composite",50[PEO8-LiTFSI]-40LLZTO-15PVDF + 9% OX,Other,4.0,25 °C,"fabricated by solvent-casting method. PEO (Mw: 600,000, Sigma-Aldrich), LiTFSI (Sigma-Aldrich), and PVDF (Arkema) were dried under vacuum at 50 °C for 24 h before use. Firstly, PVDF was dissolved in N, N-dimethylformamide. Then, predetermined amount of PEO, LiTFSI (EO:Li=8:1) and OX were dispersed to the above solution and stirred for 24 h. After that, the LLZTO was added to the mixture and stirred for 24 h continuously. The mass ratio of PEO8-LiTFSI, PVDF and LLZTO was 50:15:40. The weight ratio of OX was 9 wt% for the total weight of PEO8-LiTFSI, LLZTO, and PVDF. Finally, the mixed solution was poured into a PTFE mold and dried at 80 °C for 12 h to evaporate the solvent. The obtained electrolyte membrane was then peeled from the mold with a thickness of around 60 μm.",white self-standing and flexible electrolyte membrane; thickness of around 60 μm.,"Figure 1(c), plot digitization (light blue diamonds, x=15)"
Enhancing interfacial stability in solid-state lithium batteries with polymer/garnet solid electrolyte and composite cathode framework,"Long Chen, Xiaoming Qiu, Zhiming Bai, Li-Zhen Fan","Poly(ethylene oxide)-lithium bis(trifluoromethanesulfonyl)imide, Lithium Lanthanum Zirconate Tantalum Oxide, poly(vinylidene fluoride), and oxalate composite",50[PEO8-LiTFSI]-40LLZTO-20PVDF + 9% OX,Other,2.5,25 °C,"fabricated by solvent-casting method. PEO (Mw: 600,000, Sigma-Aldrich), LiTFSI (Sigma-Aldrich), and PVDF (Arkema) were dried under vacuum at 50 °C for 24 h before use. Firstly, PVDF was dissolved in N, N-dimethylformamide. Then, predetermined amount of PEO, LiTFSI (EO:Li=8:1) and OX were dispersed to the above solution and stirred for 24 h. After that, the LLZTO was added to the mixture and stirred for 24 h continuously. The mass ratio of PEO8-LiTFSI, PVDF and LLZTO was 50:20:40. The weight ratio of OX was 9 wt% for the total weight of PEO8-LiTFSI, LLZTO, and PVDF. Finally, the mixed solution was poured into a PTFE mold and dried at 80 °C for 12 h to evaporate the solvent. The obtained electrolyte membrane was then peeled from the mold with a thickness of around 60 μm.",white self-standing and flexible electrolyte membrane; thickness of around 60 μm.,"Figure 1(c), plot digitization (dark blue inverted triangles, x=20)"
Atomic-scale Al2O3 modified PEO-based composite polymer electrolyte for durable solid-state Li-S batteries,"Yuanyuan Shi, Zengjie Fan, Bing Ding, Zhiwei Li, Qingyang Lin, Shuang Chen, Hui Dou, Xiaogang Zhang",Polyethylene oxide - Lithium bis(trifluoromethanesulfonyl)imide,SPE,Polymer,1.0,30,"Solution casting (PEO 300 mg, LiTFSI 97 mg in 20 mL acetonitrile), stirred for 12h, cast on PTFE membrane, dried in vacuum at RT for 48h.",Homogeneous film of PEO and LiTFSI,"Figure 3(b), plot digitization at 30°C"
Atomic-scale Al2O3 modified PEO-based composite polymer electrolyte for durable solid-state Li-S batteries,"Yuanyuan Shi, Zengjie Fan, Bing Ding, Zhiwei Li, Qingyang Lin, Shuang Chen, Hui Dou, Xiaogang Zhang",Polyethylene oxide - Lithium bis(trifluoromethanesulfonyl)imide - Titanium dioxide,CPE,Other,2.0,30,"Solution casting (PEO 300 mg, LiTFSI 97 mg, TiO2 5 mg in 20 mL acetonitrile), stirred for 12h, cast on PTFE membrane, dried in vacuum at RT for 48h.","Homogeneous film of PEO, LiTFSI, and TiO2 nanoparticles","Figure 3(b), plot digitization at 30°C"
Atomic-scale Al2O3 modified PEO-based composite polymer electrolyte for durable solid-state Li-S batteries,"Yuanyuan Shi, Zengjie Fan, Bing Ding, Zhiwei Li, Qingyang Lin, Shuang Chen, Hui Dou, Xiaogang Zhang",Polyethylene oxide - Lithium bis(trifluoromethanesulfonyl)imide - Titanium dioxide - Aluminum oxide,CPE/Al2O3,Other,3.2,30,"CPE (prepared via solution casting: PEO 300 mg, LiTFSI 97 mg, TiO2 5 mg in 20 mL acetonitrile, stirred 12h, cast on PTFE, dried in vacuum at RT 48h) followed by Al2O3 coating via ALD at 100°C using TMA and H2O precursors.","Homogeneous film of PEO, LiTFSI, TiO2 nanoparticles, with an ultrathin Al2O3 layer on surface","Figure 3(b), plot digitization at 30°C"
Atomic-scale Al2O3 modified PEO-based composite polymer electrolyte for durable solid-state Li-S batteries,"Yuanyuan Shi, Zengjie Fan, Bing Ding, Zhiwei Li, Qingyang Lin, Shuang Chen, Hui Dou, Xiaogang Zhang",Lithiated Aluminum Oxide,LixAl2O3,Ceramic,6.0,RT,N/A (Cited Work),N/A (Cited Work),"Main text, Section 3, paragraph related to Fig 5"
Synthesis and characterization of LAGP-glass-ceramics-based composite solid polymer electrolyte for solid-state Li-ion battery application,"Anurup Das, Madhumita Goswami, Kavya Illath, T.G. Ajithkumar, A. Arya, M. Krishnan",Lithium Aluminium Germanium Phosphate Glass-Ceramics,LAGP GC,Ceramic,2.7,RT,Prepared by optimized heating schedule from glass.,"Crystalline phase with NASICON structure, prepared by optimized heating schedule from glass.",Abstract
Synthesis and characterization of LAGP-glass-ceramics-based composite solid polymer electrolyte for solid-state Li-ion battery application,"Anurup Das, Madhumita Goswami, Kavya Illath, T.G. Ajithkumar, A. Arya, M. Krishnan","Composite Solid Electrolyte (Poly(vinylidene fluoride-co-hexafluoropropylene), Lithium bis(trifluoromethanesulfonyl)imide, 1-Ethyl-3-methylimidazolium bis-(trifluoromethylsulfonyl)-imide, Lithium Aluminium Germanium Phosphate)",CSE,Other,4.49,RT,"Solution casting method: P(VDF-HFP) dissolved in acetone at 50\u00b0C, stirred 3-4hr. 20wt% LiTFSI and 35wt% EMITFSI added, stirred 2h. 20wt% LAGP powder added, stirred 20h. Slurry cast on glass plate, dried at ambient for 3-4 days, then slow heating at 50\u00b0C for 10-12hr.","P(VDF-HFP) based composite solid electrolyte with 20wt% LAGP. Amorphous nature. Self-sustained and flexible, 150\u00b5m thickness.",Abstract
Synthesis and characterization of LAGP-glass-ceramics-based composite solid polymer electrolyte for solid-state Li-ion battery application,"Anurup Das, Madhumita Goswami, Kavya Illath, T.G. Ajithkumar, A. Arya, M. Krishnan",Lithium Aluminium Germanium Phosphate / Polyethylene oxide composite,LAGP/PEO composite,Other,10.0,N/A,N/A (Cited Work),N/A (Cited Work),"Section 1, cited work [26]"
Synthesis and characterization of LAGP-glass-ceramics-based composite solid polymer electrolyte for solid-state Li-ion battery application,"Anurup Das, Madhumita Goswami, Kavya Illath, T.G. Ajithkumar, A. Arya, M. Krishnan",Li7La3Zr2O12 and Li6.7La3Zr1.7Ta0.3O12 ceramic filler with Polyethylene oxide polymer matrix composite,LLZO/LLZTO/PEO composite,Other,1.7,RT,N/A (Cited Work),N/A (Cited Work),"Section 1, cited work [27]"
Synthesis and characterization of LAGP-glass-ceramics-based composite solid polymer electrolyte for solid-state Li-ion battery application,"Anurup Das, Madhumita Goswami, Kavya Illath, T.G. Ajithkumar, A. Arya, M. Krishnan",Garnet type solid electrolyte (Li6.5La3Zr1.5Nb0.5O12) within hybrid PEO-LiClO4-EMIMFSI (IL) composite,Garnet/PEO-LiClO4-EMIMFSI composite,Other,3.6,N/A,N/A (Cited Work),N/A (Cited Work),"Section 1, cited work [28]"
Synthesis and characterization of LAGP-glass-ceramics-based composite solid polymer electrolyte for solid-state Li-ion battery application,"Anurup Das, Madhumita Goswami, Kavya Illath, T.G. Ajithkumar, A. Arya, M. Krishnan",Lithium Aluminium Germanium Phosphate Glass-Ceramics,LAGP GC,Ceramic,2.7,RT,"Li1.5Al0.5Ge1.5P2.9Si0.1O12 glass prepared by conventional melt-quenching technique (1500-1600\u00b0C in Pt-Rh crucible, cast, annealed at 450-550\u00b0C for 4-5hr). Glass converted to glass-ceramics using DTA data (optimized heating schedule).","Crystalline phase with NASICON structure, converted from glass. Average crystal size of 250nm. Thickness 1mm, diameter 10mm for measurement.","Section 3.4, Conductivity studies"
Synthesis and characterization of LAGP-glass-ceramics-based composite solid polymer electrolyte for solid-state Li-ion battery application,"Anurup Das, Madhumita Goswami, Kavya Illath, T.G. Ajithkumar, A. Arya, M. Krishnan","Composite Solid Electrolyte (Poly(vinylidene fluoride-co-hexafluoropropylene), Lithium bis(trifluoromethanesulfonyl)imide, 1-Ethyl-3-methylimidazolium bis-(trifluoromethylsulfonyl)-imide, Lithium Aluminium Germanium Phosphate)",CSE,Other,4.49,RT,"Solution casting method: P(VDF-HFP) dissolved in acetone at 50\u00b0C, stirred 3-4hr. 20wt% LiTFSI and 35wt% EMITFSI added, stirred 2h. 20wt% LAGP powder added, stirred 20h. Slurry cast on glass plate, dried at ambient for 3-4 days, then slow heating at 50\u00b0C for 10-12hr.","P(VDF-HFP) based composite solid electrolyte with 20wt% LAGP, LiTFSI, EMITFSI. Interconnected microstructure with finer grains of P(DVF-HFP). Increased amorphous regions. Self-sustained and flexible, 150\u00b5m thickness, 10mm diameter for measurement.","Section 3.4, Conductivity studies"
Synthesis and characterization of LAGP-glass-ceramics-based composite solid polymer electrolyte for solid-state Li-ion battery application,"Anurup Das, Madhumita Goswami, Kavya Illath, T.G. Ajithkumar, A. Arya, M. Krishnan",Lithium Aluminium Germanium Phosphate Glass-Ceramics,LAGP GC,Ceramic,2.7,RT,Prepared by controlled crystallization of base glass.,Al3+ substituted NASICON crystalline phase.,"Section 4, Conclusion"
Synthesis and characterization of LAGP-glass-ceramics-based composite solid polymer electrolyte for solid-state Li-ion battery application,"Anurup Das, Madhumita Goswami, Kavya Illath, T.G. Ajithkumar, A. Arya, M. Krishnan","Composite Solid Electrolyte (Poly(vinylidene fluoride-co-hexafluoropropylene), Lithium bis(trifluoromethanesulfonyl)imide, 1-Ethyl-3-methylimidazolium bis-(trifluoromethylsulfonyl)-imide, Lithium Aluminium Germanium Phosphate)",CSE,Other,4.49,RT,"Solution casting method: P(VDF-HFP) dissolved in acetone at 50\u00b0C, stirred 3-4hr. 20wt% LiTFSI and 35wt% EMITFSI added, stirred 2h. 20wt% LAGP powder added, stirred 20h. Slurry cast on glass plate, dried at ambient for 3-4 days, then slow heating at 50\u00b0C for 10-12hr.",Flexible and thin. Higher amorphous regions due to ionic liquid incorporation.,"Section 4, Conclusion"
Composite electrolytes of polyethylene oxides/garnets interfacially wetted by ionic liquid for room-temperature solid-state lithium battery,"Hanyu Huo, Ning Zhao, Jiyang Sun, Fuming Du, Yiqiu Li, Xiangxin Guo",Polyethylene oxide / Lithium Lanthanum Zirconate Tantalate Oxide / 1-Butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide composite electrolyte,PEO/LLZTO@IL,Other,2.2,20 °C,"LLZTO ceramic powders prepared by conventional solid-state reaction [25], then crushed by planetary ball-milling and high-energy ball-milling from approximately 5 m to 200 nm. PEO (Mv = 2  10⁶ g mol⁻¹, Sigma-Aldrich) dried at 60 °C overnight under vacuum. Fabrication of PEO/LLZTO@IL membranes: LLZTO particles (0.2 mL total volume added for membrane preparation) with [BMIM]TFN (0.2 mL total volume added for membrane preparation, yielding 1.8 L cm⁻² final density) were added into ACN (25 mL) and dispersed by sonication. PEO (1 g) added, stirred continuously for 8 h. Homogenized colloidal solution cast onto a glass plate. ACN evaporated in a vacuum oven at 60 °C for 12 h. All procedures sensitive to moisture or oxygen carried out in an Ar-filled glovebox (HO and O contents below 0.1 ppm).","Homogeneous, free-standing solid electrolyte membrane, 20 m typical thickness, with LLZTO ceramic particles (pure cubic garnet structure, D10=150 nm, D50=192 nm, D90=228 nm, average 200 nm) dispersed homogenously in a Li-salt-free PEO matrix. 1.8 L cm⁻² [BMIM]TFN is interfacially wetted between PEO and LLZTO, remaining solid state with no liquid-phase release under 5.0  10⁴ Pa for 24 h.",Abstract
Composite electrolytes of polyethylene oxides/garnets interfacially wetted by ionic liquid for room-temperature solid-state lithium battery,"Hanyu Huo, Ning Zhao, Jiyang Sun, Fuming Du, Yiqiu Li, Xiangxin Guo",Polyethylene oxide / Lithium Lanthanum Zirconate Tantalate Oxide composite electrolyte,PEO/LLZTO,Other,2.2,20 °C,"LLZTO ceramic powders prepared by conventional solid-state reaction [25], then crushed by planetary ball-milling and high-energy ball-milling from approximately 5 m to 200 nm. PEO (Mv = 2  10⁶ g mol⁻¹, Sigma-Aldrich) dried at 60 °C overnight under vacuum. Fabrication of PEO/LLZTO membranes: LLZTO particles were added into ACN (25 mL) and dispersed by sonication. PEO (1 g) added, stirred continuously for 8 h. Homogenized colloidal solution cast onto a glass plate. ACN evaporated in a vacuum oven at 60 °C for 12 h. All procedures sensitive to moisture or oxygen carried out in an Ar-filled glovebox (HO and O contents below 0.1 ppm).","Homogeneous, free-standing solid electrolyte membrane, 20 m typical thickness, with LLZTO ceramic particles (pure cubic garnet structure, D10=150 nm, D50=192 nm, D90=228 nm, average 200 nm) dispersed homogenously in a Li-salt-free PEO matrix.","Abstract, inferred from comparison with PEO/LLZTO@IL"
Composite electrolytes of polyethylene oxides/garnets interfacially wetted by ionic liquid for room-temperature solid-state lithium battery,"Hanyu Huo, Ning Zhao, Jiyang Sun, Fuming Du, Yiqiu Li, Xiangxin Guo",Polyethylene oxide based solid polymer electrolyte,PEO-based SPE,Polymer,10.0,ambient temperature,N/A (Cited Work),N/A (Cited Work),"Introduction, paragraph 2, general literature value [13,14]"
Composite electrolytes of polyethylene oxides/garnets interfacially wetted by ionic liquid for room-temperature solid-state lithium battery,"Hanyu Huo, Ning Zhao, Jiyang Sun, Fuming Du, Yiqiu Li, Xiangxin Guo",Polyethylene oxide / Lithium Lanthanum Zirconate Tantalate Oxide composite electrolyte,PEO/LLZTO,Other,2.1,30 °C,N/A (Cited Work),N/A (Cited Work),"Introduction, paragraph 4, cited from previous work [19]"
Composite electrolytes of polyethylene oxides/garnets interfacially wetted by ionic liquid for room-temperature solid-state lithium battery,"Hanyu Huo, Ning Zhao, Jiyang Sun, Fuming Du, Yiqiu Li, Xiangxin Guo",Polyethylene oxide / Lithium Lanthanum Zirconate Tantalate Oxide composite electrolyte,PEO/LLZTO,Other,1.8,20 °C,"LLZTO ceramic powders prepared by conventional solid-state reaction [25], then crushed by planetary ball-milling and high-energy ball-milling from approximately 5 m to 200 nm. PEO (Mv = 2  10⁶ g mol⁻¹, Sigma-Aldrich) dried at 60 °C overnight under vacuum. Fabrication of PEO/LLZTO membranes: LLZTO particles were added into ACN (25 mL) and dispersed by sonication. PEO (1 g) added, stirred continuously for 8 h. Homogenized colloidal solution cast onto a glass plate. ACN evaporated in a vacuum oven at 60 °C for 12 h. All procedures sensitive to moisture or oxygen carried out in an Ar-filled glovebox (HO and O contents below 0.1 ppm).","Homogeneous, free-standing solid electrolyte membrane, 20 m typical thickness, with LLZTO ceramic particles (pure cubic garnet structure, D10=150 nm, D50=192 nm, D90=228 nm, average 200 nm) dispersed homogenously in a Li-salt-free PEO matrix.","Results and discussion, paragraph 5, Figure 3e description"
